TableName,AttributeName,AttributeValue,AttributeType
EngineeringItems,AnnotationStyleName,Oval Tag Style,PnPAnnotation
EngineeringItems,BitwiseFlagValue,3,PnPClassFlagType
EngineeringItems,DisplayName,Engineering Items,PnPClassDisplayName
EngineeringItems,GraphicalStyleName,Engineering Items Style,PnPGraphical
Equipment,AnnotationStyleName,Equipment Tag,PnPAnnotation
Equipment,BitwiseFlagValue,3,PnPClassFlagType
Equipment,DisplayName,Equipment,PnPClassDisplayName
Equipment,GraphicalStyleName,Equipment Style,PnPGraphical
Equipment,TagFormatName,Equipment Tag [Type-Number],PnPTagFormat
Blowers,BitwiseFlagValue,3,PnPClassFlagType
Blowers,DisplayName,Blowers,PnPClassDisplayName
Blowers,GraphicalStyleName,Blowers Style,PnPGraphical
BlowerGeneral,BitwiseFlagValue,0,PnPClassFlagType
BlowerGeneral,DisplayName,General Blower,PnPClassDisplayName
BlowerRadial,BitwiseFlagValue,0,PnPClassFlagType
BlowerRadial,DisplayName,Radial Blower,PnPClassDisplayName
CentrifugalBlower,BitwiseFlagValue,3,PnPClassFlagType
CentrifugalBlower,DisplayName,Centrifugal Blower,PnPClassDisplayName
CentrifugalBlower,GraphicalStyleName,Centrifugal Blower Style,PnPGraphical
PositiveDisplacementBlower,BitwiseFlagValue,3,PnPClassFlagType
PositiveDisplacementBlower,DisplayName,Positive Displacement Blower,PnPClassDisplayName
PositiveDisplacementBlower,GraphicalStyleName,Positive Displacement Blower Style,PnPGraphical
BlowerAxial,AnnotationStyleName,Oval Tag Style,PnPAnnotation
BlowerAxial,BitwiseFlagValue,0,PnPClassFlagType
BlowerAxial,DisplayName,Axial Blower,PnPClassDisplayName
BlowerAxial,GraphicalStyleName,Blowers Style,PnPGraphical
BlowerAxial,TagFormatName,Equipment Tag [Type-Number],PnPTagFormat
Compressors,BitwiseFlagValue,3,PnPClassFlagType
Compressors,DisplayName,Compressors,PnPClassDisplayName
Compressors,GraphicalStyleName,Compressors Style,PnPGraphical
CentrifugalCompressor,BitwiseFlagValue,3,PnPClassFlagType
CentrifugalCompressor,DisplayName,Centrifugal Compressor,PnPClassDisplayName
CentrifugalCompressor,GraphicalStyleName,Centrifugal Compressor Style,PnPGraphical
DiaphragmCompressor,BitwiseFlagValue,0,PnPClassFlagType
DiaphragmCompressor,DisplayName,Diaphragm Compressor,PnPClassDisplayName
EjectorCompressor,BitwiseFlagValue,0,PnPClassFlagType
EjectorCompressor,DisplayName,Ejector Compressor,PnPClassDisplayName
GeneralCompressor,BitwiseFlagValue,0,PnPClassFlagType
GeneralCompressor,DisplayName,General Compressor,PnPClassDisplayName
LiquidRingCompressor,BitwiseFlagValue,0,PnPClassFlagType
LiquidRingCompressor,DisplayName,Liquid Ring Compressor,PnPClassDisplayName
PositiveDisplacementCompressor,BitwiseFlagValue,0,PnPClassFlagType
PositiveDisplacementCompressor,DisplayName,Positive Displacement Compressor,PnPClassDisplayName
ReciprocatingCompressor,BitwiseFlagValue,3,PnPClassFlagType
ReciprocatingCompressor,DisplayName,Reciprocating Compressor,PnPClassDisplayName
ReciprocatingCompressor,GraphicalStyleName,Reciprocating Compressor Style,PnPGraphical
RollerVaneCompressor,BitwiseFlagValue,0,PnPClassFlagType
RollerVaneCompressor,DisplayName,Roller Vane Compressor,PnPClassDisplayName
RotaryCompressor,BitwiseFlagValue,0,PnPClassFlagType
RotaryCompressor,DisplayName,Rotary Compressor,PnPClassDisplayName
ScrewCompressor,BitwiseFlagValue,3,PnPClassFlagType
ScrewCompressor,DisplayName,Screw Compressor,PnPClassDisplayName
ScrewCompressor,GraphicalStyleName,Screw Compressor Style,PnPGraphical
TurboCompressor,BitwiseFlagValue,0,PnPClassFlagType
TurboCompressor,DisplayName,Turbo Compressor,PnPClassDisplayName
ReciprocatingDiaphragmCompressor,BitwiseFlagValue,1,PnPClassFlagType
ReciprocatingDiaphragmCompressor,DisplayName,Reciprocating Diaphragm Compressor,PnPClassDisplayName
RotaryPistonCompressor,BitwiseFlagValue,1,PnPClassFlagType
RotaryPistonCompressor,DisplayName,Rotary Piston Compressor,PnPClassDisplayName
TurboCompressorAxialFlow,BitwiseFlagValue,1,PnPClassFlagType
TurboCompressorAxialFlow,DisplayName,Turbo Axial Flow Compressor,PnPClassDisplayName
TurboCompressorRadialFlow,BitwiseFlagValue,1,PnPClassFlagType
TurboCompressorRadialFlow,DisplayName,Turbo Radial Flow Compressor ,PnPClassDisplayName
ImpellerVanePitchAdjustmentDevice,BitwiseFlagValue,1,PnPClassFlagType
ImpellerVanePitchAdjustmentDevice,DisplayName,Impeller Vane Pitch Adjustment Device,PnPClassDisplayName
GuideVanePitchAdjustmentDevice,BitwiseFlagValue,1,PnPClassFlagType
GuideVanePitchAdjustmentDevice,DisplayName,Guide Vane Pitch Adjustment Device,PnPClassDisplayName
RootsCompressor,BitwiseFlagValue,1,PnPClassFlagType
RootsCompressor,DisplayName,Roots Compressor,PnPClassDisplayName
JetCompressor,BitwiseFlagValue,1,PnPClassFlagType
JetCompressor,DisplayName,Jet Compressor,PnPClassDisplayName
Conveyors,BitwiseFlagValue,1,PnPClassFlagType
Conveyors,DisplayName,Conveyors,PnPClassDisplayName
BeltConveyor,BitwiseFlagValue,0,PnPClassFlagType
BeltConveyor,DisplayName,Belt Conveyor,PnPClassDisplayName
BucketConveyor,BitwiseFlagValue,0,PnPClassFlagType
BucketConveyor,DisplayName,Bucket Elevator,PnPClassDisplayName
ChainConveyor,BitwiseFlagValue,0,PnPClassFlagType
ChainConveyor,DisplayName,Chain Conveyor,PnPClassDisplayName
GeneralConveyor,BitwiseFlagValue,0,PnPClassFlagType
GeneralConveyor,DisplayName,General Conveyor,PnPClassDisplayName
ScrewConveyor,BitwiseFlagValue,0,PnPClassFlagType
ScrewConveyor,DisplayName,Screw Conveyor,PnPClassDisplayName
VibratingConveyor,BitwiseFlagValue,0,PnPClassFlagType
VibratingConveyor,DisplayName,Vibrating Conveyor,PnPClassDisplayName
ReversingContinuousConveyor,BitwiseFlagValue,1,PnPClassFlagType
ReversingContinuousConveyor,DisplayName,Reversing Continuous Conveyor,PnPClassDisplayName
SteelApronConveyor,BitwiseFlagValue,1,PnPClassFlagType
SteelApronConveyor,DisplayName,Steel Apron Conveyor,PnPClassDisplayName
BoxConveyor,BitwiseFlagValue,1,PnPClassFlagType
BoxConveyor,DisplayName,Box Conveyor,PnPClassDisplayName
ScraperConveyor,BitwiseFlagValue,1,PnPClassFlagType
ScraperConveyor,DisplayName,Scraper Conveyor,PnPClassDisplayName
TroughedChainConveyor,BitwiseFlagValue,1,PnPClassFlagType
TroughedChainConveyor,DisplayName,Troughed Chain Conveyor,PnPClassDisplayName
Crushers,BitwiseFlagValue,1,PnPClassFlagType
Crushers,DisplayName,Crushers,PnPClassDisplayName
ConeCrusher,BitwiseFlagValue,0,PnPClassFlagType
ConeCrusher,DisplayName,Cone Crusher,PnPClassDisplayName
GeneralCrusher,BitwiseFlagValue,0,PnPClassFlagType
GeneralCrusher,DisplayName,General Crusher,PnPClassDisplayName
GeneralCrushingMachine,BitwiseFlagValue,0,PnPClassFlagType
GeneralCrushingMachine,DisplayName,General Crushing Machine,PnPClassDisplayName
GeneralMill,BitwiseFlagValue,0,PnPClassFlagType
GeneralMill,DisplayName,General Mill,PnPClassDisplayName
HammerCrusher,BitwiseFlagValue,0,PnPClassFlagType
HammerCrusher,DisplayName,Hammer Crusher,PnPClassDisplayName
HammerMill,BitwiseFlagValue,0,PnPClassFlagType
HammerMill,DisplayName,Hammer Mill,PnPClassDisplayName
ImpactCrusher,BitwiseFlagValue,0,PnPClassFlagType
ImpactCrusher,DisplayName,Impact Crusher,PnPClassDisplayName
ImpactMill,BitwiseFlagValue,0,PnPClassFlagType
ImpactMill,DisplayName,Impact Mill,PnPClassDisplayName
JawCrusher,BitwiseFlagValue,0,PnPClassFlagType
JawCrusher,DisplayName,Jaw Crusher,PnPClassDisplayName
JetMill,BitwiseFlagValue,0,PnPClassFlagType
JetMill,DisplayName,Jet Mill,PnPClassDisplayName
RollerCrusher,BitwiseFlagValue,0,PnPClassFlagType
RollerCrusher,DisplayName,Roller Crusher,PnPClassDisplayName
RollerMill,BitwiseFlagValue,0,PnPClassFlagType
RollerMill,DisplayName,Roller Mill,PnPClassDisplayName
VibrationMill,BitwiseFlagValue,0,PnPClassFlagType
VibrationMill,DisplayName,Vibration Mill,PnPClassDisplayName
BallMill,BitwiseFlagValue,1,PnPClassFlagType
BallMill,DisplayName,Ball Mill,PnPClassDisplayName
TubeMill,BitwiseFlagValue,1,PnPClassFlagType
TubeMill,DisplayName,Tube Mill,PnPClassDisplayName
Driers,BitwiseFlagValue,1,PnPClassFlagType
Driers,DisplayName,Driers,PnPClassDisplayName
DiskMovingShelfTurboDrier,BitwiseFlagValue,0,PnPClassFlagType
DiskMovingShelfTurboDrier,DisplayName,Disk Drier,PnPClassDisplayName
FluidizedBedDrier,BitwiseFlagValue,0,PnPClassFlagType
FluidizedBedDrier,DisplayName,Fluidized Bed Drier,PnPClassDisplayName
GeneralDrier,BitwiseFlagValue,0,PnPClassFlagType
GeneralDrier,DisplayName,General Drier,PnPClassDisplayName
OvenShelfDrier,BitwiseFlagValue,0,PnPClassFlagType
OvenShelfDrier,DisplayName,Oven Shelf Drier,PnPClassDisplayName
RollerConveyoryDrier,BitwiseFlagValue,0,PnPClassFlagType
RollerConveyoryDrier,DisplayName,Roller-Conveyor Type Drier,PnPClassDisplayName
RotaryDrumDrier,BitwiseFlagValue,0,PnPClassFlagType
RotaryDrumDrier,DisplayName,Rotary Drum Drier,PnPClassDisplayName
SprayDrier,BitwiseFlagValue,0,PnPClassFlagType
SprayDrier,DisplayName,Spray Drier,PnPClassDisplayName
Filters,BitwiseFlagValue,1,PnPClassFlagType
Filters,DisplayName,Filters,PnPClassDisplayName
ActivatedCarbonFilter,BitwiseFlagValue,0,PnPClassFlagType
ActivatedCarbonFilter,DisplayName,Activated Carbon Filter,PnPClassDisplayName
BeltFilterForFluids,BitwiseFlagValue,8,PnPClassFlagType
BeltFilterForFluids,DisplayName,Belt Filter for Fluids,PnPClassDisplayName
BeltForGasesFilter,BitwiseFlagValue,0,PnPClassFlagType
BeltForGasesFilter,DisplayName,Belt Filter For Gases,PnPClassDisplayName
CartridgeFilter,BitwiseFlagValue,0,PnPClassFlagType
CartridgeFilter,DisplayName,Cartridge Filter,PnPClassDisplayName
CartridgeFilterForGases,BitwiseFlagValue,8,PnPClassFlagType
CartridgeFilterForGases,DisplayName,Cartridge Filter for Gases,PnPClassDisplayName
CentrifugeGeneral,BitwiseFlagValue,0,PnPClassFlagType
CentrifugeGeneral,DisplayName,General Centrifuge,PnPClassDisplayName
DrumFilter,BitwiseFlagValue,0,PnPClassFlagType
DrumFilter,DisplayName,Drum Filter,PnPClassDisplayName
Filter,BitwiseFlagValue,2,PnPClassFlagType
Filter,DisplayName,Filter,PnPClassDisplayName
Filter,GraphicalStyleName,Filter Style,PnPGraphical
FixedBedFilter,BitwiseFlagValue,0,PnPClassFlagType
FixedBedFilter,DisplayName,Fixed Bed Filter,PnPClassDisplayName
GasAirFilter,BitwiseFlagValue,0,PnPClassFlagType
GasAirFilter,DisplayName,Gas Air Filter,PnPClassDisplayName
GeneralGasAirFilter,BitwiseFlagValue,0,PnPClassFlagType
GeneralGasAirFilter,DisplayName,General Gas or Air Filter,PnPClassDisplayName
GeneralScreeningDevice,BitwiseFlagValue,0,PnPClassFlagType
GeneralScreeningDevice,DisplayName,General Screening Device,PnPClassDisplayName
GeneralSifter,BitwiseFlagValue,0,PnPClassFlagType
GeneralSifter,DisplayName,General Sifter,PnPClassDisplayName
GeneralSortingDevice,BitwiseFlagValue,8,PnPClassFlagType
GeneralSortingDevice,DisplayName,General Sorting Device,PnPClassDisplayName
HEPAFilter,BitwiseFlagValue,0,PnPClassFlagType
HEPAFilter,DisplayName,HEPA Filter,PnPClassDisplayName
IonExchangeFilter,BitwiseFlagValue,0,PnPClassFlagType
IonExchangeFilter,DisplayName,Ion Exchange Filter,PnPClassDisplayName
LiquidFilter,BitwiseFlagValue,0,PnPClassFlagType
LiquidFilter,DisplayName,Liquid Filter,PnPClassDisplayName
PackedBedFilter,BitwiseFlagValue,0,PnPClassFlagType
PackedBedFilter,DisplayName,Packed Bed Filter,PnPClassDisplayName
PerforatedShellCentrifuge,BitwiseFlagValue,0,PnPClassFlagType
PerforatedShellCentrifuge,DisplayName,Perforated Shell Centrifuge,PnPClassDisplayName
PressFilter,BitwiseFlagValue,8,PnPClassFlagType
PressFilter,DisplayName,Press Filter,PnPClassDisplayName
PusherCentrifuge,BitwiseFlagValue,0,PnPClassFlagType
PusherCentrifuge,DisplayName,Pusher Centrifuge,PnPClassDisplayName
RotarySeparator,BitwiseFlagValue,0,PnPClassFlagType
RotarySeparator,DisplayName,Rotary Separator,PnPClassDisplayName
ScrewTypeWithDecanterCentrifuge,BitwiseFlagValue,0,PnPClassFlagType
ScrewTypeWithDecanterCentrifuge,DisplayName,Screw Type With Decanter Centrifuge,PnPClassDisplayName
ScrewTypeWithPerforatedShellCentrifuge,BitwiseFlagValue,0,PnPClassFlagType
ScrewTypeWithPerforatedShellCentrifuge,DisplayName,Screw Type With Perforated Shell Centrifuge,PnPClassDisplayName
Scrubber,BitwiseFlagValue,0,PnPClassFlagType
Scrubber,DisplayName,Scrubber,PnPClassDisplayName
SolidShellCentrifuge,BitwiseFlagValue,0,PnPClassFlagType
SolidShellCentrifuge,DisplayName,Solid Shell Centrifuge,PnPClassDisplayName
SuctionFilter,BitwiseFlagValue,8,PnPClassFlagType
SuctionFilter,DisplayName,Suction Filter,PnPClassDisplayName
TwoScreensScreeningDevice,BitwiseFlagValue,0,PnPClassFlagType
TwoScreensScreeningDevice,DisplayName,Two Screens Screening Device,PnPClassDisplayName
VacuumFilter,BitwiseFlagValue,0,PnPClassFlagType
VacuumFilter,DisplayName,Vacuum Filter,PnPClassDisplayName
CycloneSeparator,BitwiseFlagValue,0,PnPClassFlagType
CycloneSeparator,DisplayName,Cyclone Separator,PnPClassDisplayName
DiskTypeSeparator,BitwiseFlagValue,0,PnPClassFlagType
DiskTypeSeparator,DisplayName,Disk Type Separator,PnPClassDisplayName
DrySeparator,BitwiseFlagValue,0,PnPClassFlagType
DrySeparator,DisplayName,Dry Separator,PnPClassDisplayName
ElectromagneticSeparator,BitwiseFlagValue,0,PnPClassFlagType
ElectromagneticSeparator,DisplayName,Electromagnetic Separator,PnPClassDisplayName
ElectrostaticPrecipitatorSeparator,BitwiseFlagValue,0,PnPClassFlagType
ElectrostaticPrecipitatorSeparator,DisplayName,Electrostatic Precipitator Separator,PnPClassDisplayName
GeneralSeparator,BitwiseFlagValue,0,PnPClassFlagType
GeneralSeparator,DisplayName,General Separator,PnPClassDisplayName
GravitySettlingChamberSeparator,BitwiseFlagValue,0,PnPClassFlagType
GravitySettlingChamberSeparator,DisplayName,Gravity Settling Chamber Separator,PnPClassDisplayName
ImpactSeparator,BitwiseFlagValue,0,PnPClassFlagType
ImpactSeparator,DisplayName,Impact Separator,PnPClassDisplayName
ThickenerSeparator,BitwiseFlagValue,0,PnPClassFlagType
ThickenerSeparator,DisplayName,Thickener,PnPClassDisplayName
VenturiSeparator,BitwiseFlagValue,0,PnPClassFlagType
VenturiSeparator,DisplayName,Venturi Separator,PnPClassDisplayName
WetScrubberSeparator,BitwiseFlagValue,0,PnPClassFlagType
WetScrubberSeparator,DisplayName,Wet Scrubber Separator,PnPClassDisplayName
GravelFilterClosedType,BitwiseFlagValue,1,PnPClassFlagType
GravelFilterClosedType,DisplayName,Closed Type Gravel Filter,PnPClassDisplayName
GravelFilterOpenType,BitwiseFlagValue,1,PnPClassFlagType
GravelFilterOpenType,DisplayName,Open Type Gravel Filter,PnPClassDisplayName
MixedBedFilter,BitwiseFlagValue,1,PnPClassFlagType
MixedBedFilter,DisplayName,Mixed Bed Filter,PnPClassDisplayName
ElectromagnetFilter,BitwiseFlagValue,1,PnPClassFlagType
ElectromagnetFilter,DisplayName,Electromagnet Filter,PnPClassDisplayName
VesselBuiltInTricklingElementsAtRandom,BitwiseFlagValue,1,PnPClassFlagType
VesselBuiltInTricklingElementsAtRandom,DisplayName,Vessel Built In Trickling Elements At Random,PnPClassDisplayName
GeneralStirrer,BitwiseFlagValue,1,PnPClassFlagType
GeneralStirrer,DisplayName,General Stirrer,PnPClassDisplayName
SeparatorWithHeatExchange,BitwiseFlagValue,1,PnPClassFlagType
SeparatorWithHeatExchange,DisplayName,Separator With Heat Exchange,PnPClassDisplayName
FlashTrap,BitwiseFlagValue,1,PnPClassFlagType
FlashTrap,DisplayName,Flash Trap,PnPClassDisplayName
FineRack,BitwiseFlagValue,1,PnPClassFlagType
FineRack,DisplayName,Fine Rack,PnPClassDisplayName
DrumScreeningMachine,BitwiseFlagValue,1,PnPClassFlagType
DrumScreeningMachine,DisplayName,Drum Screening Machine,PnPClassDisplayName
BasketBandScreeningMachine,BitwiseFlagValue,1,PnPClassFlagType
BasketBandScreeningMachine,DisplayName,Basket Band Screening Machine,PnPClassDisplayName
ProtectiveGrating,BitwiseFlagValue,1,PnPClassFlagType
ProtectiveGrating,DisplayName,Protective Grating,PnPClassDisplayName
InsulatingSlabClosure,BitwiseFlagValue,1,PnPClassFlagType
InsulatingSlabClosure,DisplayName,Insulating Slab Closure,PnPClassDisplayName
Furnaces,BitwiseFlagValue,3,PnPClassFlagType
Furnaces,DisplayName,Furnaces,PnPClassDisplayName
Furnaces,GraphicalStyleName,Furnaces Style,PnPGraphical
BurnerFiringSystem,BitwiseFlagValue,0,PnPClassFlagType
BurnerFiringSystem,DisplayName,Burner Firing System,PnPClassDisplayName
FileEvaporator,BitwiseFlagValue,0,PnPClassFlagType
FileEvaporator,DisplayName,File Evaporator,PnPClassDisplayName
FiredHeater,BitwiseFlagValue,3,PnPClassFlagType
FiredHeater,DisplayName,Fired Heater,PnPClassDisplayName
FiredHeater,GraphicalStyleName,Fired Heater Style,PnPGraphical
Furnace,BitwiseFlagValue,3,PnPClassFlagType
Furnace,DisplayName,Furnace,PnPClassDisplayName
Furnace,GraphicalStyleName,Furnace Style,PnPGraphical
GasFlare,BitwiseFlagValue,0,PnPClassFlagType
GasFlare,DisplayName,Gas Flare,PnPClassDisplayName
IndustrialFurnace,BitwiseFlagValue,0,PnPClassFlagType
IndustrialFurnace,DisplayName,Industrial Furnace,PnPClassDisplayName
RotaryKiln,BitwiseFlagValue,0,PnPClassFlagType
RotaryKiln,DisplayName,Rotary Kiln,PnPClassDisplayName
SteamBoiler,BitwiseFlagValue,0,PnPClassFlagType
SteamBoiler,DisplayName,Steam Boiler,PnPClassDisplayName
GasGeneratingPlantGeneral,BitwiseFlagValue,1,PnPClassFlagType
GasGeneratingPlantGeneral,DisplayName,General Gas Generating Plant,PnPClassDisplayName
FuelDegasifier,BitwiseFlagValue,1,PnPClassFlagType
FuelDegasifier,DisplayName,Fuel Degasifier,PnPClassDisplayName
FuelGasifier,BitwiseFlagValue,1,PnPClassFlagType
FuelGasifier,DisplayName,Fuel Gasifier,PnPClassDisplayName
CombustionChamber,BitwiseFlagValue,1,PnPClassFlagType
CombustionChamber,DisplayName,Combustion Chamber,PnPClassDisplayName
HeatConsumerGeneral,BitwiseFlagValue,1,PnPClassFlagType
HeatConsumerGeneral,DisplayName,General Heat Consumer,PnPClassDisplayName
HeatConsumerWithHeatingSurface,BitwiseFlagValue,1,PnPClassFlagType
HeatConsumerWithHeatingSurface,DisplayName,Heat Consumer With Heating Surface,PnPClassDisplayName
SootBlower,BitwiseFlagValue,1,PnPClassFlagType
SootBlower,DisplayName,Soot Blower,PnPClassDisplayName
FiringGeneralBurnerGeneral,BitwiseFlagValue,1,PnPClassFlagType
FiringGeneralBurnerGeneral,DisplayName,General Firing Burner,PnPClassDisplayName
SteamGeneratorSteamBoiler,BitwiseFlagValue,1,PnPClassFlagType
SteamGeneratorSteamBoiler,DisplayName,Steam Generator Steam Boiler,PnPClassDisplayName
SteamGeneratorHeatedByWasteHeat,BitwiseFlagValue,1,PnPClassFlagType
SteamGeneratorHeatedByWasteHeat,DisplayName,Steam Generator Heated By Waste Heat,PnPClassDisplayName
SteamGeneratorSuperheaterHeatedByWasteheat,BitwiseFlagValue,1,PnPClassFlagType
SteamGeneratorSuperheaterHeatedByWasteheat,DisplayName,Steam Generator Superheater Heated By Waste Heat,PnPClassDisplayName
SteamGeneratorElectricallyHeated,BitwiseFlagValue,1,PnPClassFlagType
SteamGeneratorElectricallyHeated,DisplayName,Steam Generator Electrically Heated,PnPClassDisplayName
SteamConverter,BitwiseFlagValue,1,PnPClassFlagType
SteamConverter,DisplayName,Steam Converter,PnPClassDisplayName
SteamConverterSteamHeated,BitwiseFlagValue,1,PnPClassFlagType
SteamConverterSteamHeated,DisplayName,Steam Converter Steam Heated,PnPClassDisplayName
SteamGeneratorHotWaterHeated,BitwiseFlagValue,1,PnPClassFlagType
SteamGeneratorHotWaterHeated,DisplayName,Steam Generator Hot Water Heated,PnPClassDisplayName
SteamGeneratorLiquidMetalHeated,BitwiseFlagValue,1,PnPClassFlagType
SteamGeneratorLiquidMetalHeated,DisplayName,Steam Generator Liquid Metal Heated,PnPClassDisplayName
SteamGeneratorSuperheaterSteamBoilerSuperheater,BitwiseFlagValue,1,PnPClassFlagType
SteamGeneratorSuperheaterSteamBoilerSuperheater,DisplayName,Steam Generator Superheater Steam Boiler Superheater,PnPClassDisplayName
SteamGeneratorSuperheaterResuperheaterFluegasHeated,BitwiseFlagValue,1,PnPClassFlagType
SteamGeneratorSuperheaterResuperheaterFluegasHeated,DisplayName,Steam Generator Superheater Resuperheater Fluegas Heated,PnPClassDisplayName
SteamGeneratorSuperheatergasFired,BitwiseFlagValue,1,PnPClassFlagType
SteamGeneratorSuperheatergasFired,DisplayName,Steam Generator Superheater Gas Fired,PnPClassDisplayName
SteamGeneratorSuperheateroilFired,BitwiseFlagValue,1,PnPClassFlagType
SteamGeneratorSuperheateroilFired,DisplayName,Steam Generator Superheater Oil Fired,PnPClassDisplayName
SteamGeneratorSuperheaterpulverizedCoalFired,BitwiseFlagValue,1,PnPClassFlagType
SteamGeneratorSuperheaterpulverizedCoalFired,DisplayName,Steam Generator Superheater Pulverized Coal Fired,PnPClassDisplayName
SteamGeneratorSuperheaterPulverizedCoalFiringLiquidSlagRemoval,BitwiseFlagValue,1,PnPClassFlagType
SteamGeneratorSuperheaterPulverizedCoalFiringLiquidSlagRemoval,DisplayName,Steam Generator Superheater Pulverized Coal Firing Liquid Slag Removal,PnPClassDisplayName
SteamGeneratorSuperheaterStokerFiringCoalFired,BitwiseFlagValue,1,PnPClassFlagType
SteamGeneratorSuperheaterStokerFiringCoalFired,DisplayName,Steam Generator Superheater Stoker Firing Coal Fired,PnPClassDisplayName
SteamGeneratorSuperheaterStokerFiringrefuseFired,BitwiseFlagValue,1,PnPClassFlagType
SteamGeneratorSuperheaterStokerFiringrefuseFired,DisplayName,Steam Generator Superheater Stoker Firingrefuse Fired,PnPClassDisplayName
HeatExchangers,BitwiseFlagValue,3,PnPClassFlagType
HeatExchangers,DisplayName,Heat Exchangers,PnPClassDisplayName
HeatExchangers,GraphicalStyleName,Heat Exchangers Style,PnPGraphical
AirCooledExchanger,BitwiseFlagValue,3,PnPClassFlagType
AirCooledExchanger,DisplayName,Air Cooled Exchanger,PnPClassDisplayName
AirCooledExchanger,GraphicalStyleName,Air Cooled Exchanger Style,PnPGraphical
DoubleHeatHeatExchanger,BitwiseFlagValue,0,PnPClassFlagType
DoubleHeatHeatExchanger,DisplayName,Double Heat Heat Exchanger,PnPClassDisplayName
DoublePipeExchanger,BitwiseFlagValue,3,PnPClassFlagType
DoublePipeExchanger,DisplayName,Double Pipe Exchanger,PnPClassDisplayName
DoublePipeExchanger,GraphicalStyleName,Double Pipe Exchanger Style,PnPGraphical
Evaporator,BitwiseFlagValue,0,PnPClassFlagType
Evaporator,DisplayName,Evaporator,PnPClassDisplayName
FinnedTubeHeatExchanger,BitwiseFlagValue,12,PnPClassFlagType
FinnedTubeHeatExchanger,DisplayName,Finned Exchanger,PnPClassDisplayName
General1HeatExchanger,BitwiseFlagValue,0,PnPClassFlagType
General1HeatExchanger,DisplayName,General Heat Exchanger 1,PnPClassDisplayName
General2HeatExchanger,BitwiseFlagValue,0,PnPClassFlagType
General2HeatExchanger,DisplayName,General Heat Exchanger 2,PnPClassDisplayName
GeneralCoolingTower,BitwiseFlagValue,0,PnPClassFlagType
GeneralCoolingTower,DisplayName,General Cooling Tower,PnPClassDisplayName
HeatingCooling,BitwiseFlagValue,0,PnPClassFlagType
HeatingCooling,DisplayName,Heating Cooling,PnPClassDisplayName
PlateAndFrameExchanger,BitwiseFlagValue,3,PnPClassFlagType
PlateAndFrameExchanger,DisplayName,Plate and Frame Exchanger,PnPClassDisplayName
PlateAndFrameExchanger,GraphicalStyleName,Plate And Frame Exchanger Style,PnPGraphical
PlateTypeHeatExchanger,BitwiseFlagValue,0,PnPClassFlagType
PlateTypeHeatExchanger,DisplayName,Plate-type Heat Exchanger,PnPClassDisplayName
ShellAndTubeBundleHeatExchangerWithUTube,BitwiseFlagValue,8,PnPClassFlagType
ShellAndTubeBundleHeatExchangerWithUTube,DisplayName,Shell and Tube Bundle Heat Exchanger with U-tube,PnPClassDisplayName
ShellTubeFloatingHeadHeatExchanger,BitwiseFlagValue,0,PnPClassFlagType
ShellTubeFloatingHeadHeatExchanger,DisplayName,Floating-head Tube-bundle Heat Exchanger,PnPClassDisplayName
ShellTubeHeatExchanger,BitwiseFlagValue,0,PnPClassFlagType
ShellTubeHeatExchanger,DisplayName,Shell Tube Heat Exchanger,PnPClassDisplayName
SpiralHeatExchanger,BitwiseFlagValue,3,PnPClassFlagType
SpiralHeatExchanger,DisplayName,Spiral Heat Exchanger,PnPClassDisplayName
SpiralHeatExchanger,GraphicalStyleName,Spiral Exchanger Style,PnPGraphical
SprayCoolerHeatExchanger,BitwiseFlagValue,0,PnPClassFlagType
SprayCoolerHeatExchanger,DisplayName,Spray cooler,PnPClassDisplayName
TEMATypeAEL,BitwiseFlagValue,3,PnPClassFlagType
TEMATypeAEL,DisplayName,TEMA type AEL Exchanger,PnPClassDisplayName
TEMATypeAEL,GraphicalStyleName,TEMA type AEL Style,PnPGraphical
TEMATypeAEM,BitwiseFlagValue,3,PnPClassFlagType
TEMATypeAEM,DisplayName,TEMA type AEM Exchanger,PnPClassDisplayName
TEMATypeAEM,GraphicalStyleName,TEMA type AEM Style,PnPGraphical
TEMATypeBEM,BitwiseFlagValue,3,PnPClassFlagType
TEMATypeBEM,DisplayName,TEMA type BEM Exchanger,PnPClassDisplayName
TEMATypeBEM,GraphicalStyleName,TEMA type BEM Style,PnPGraphical
TEMATypeBEU,BitwiseFlagValue,3,PnPClassFlagType
TEMATypeBEU,DisplayName,TEMA type BEU Exchanger,PnPClassDisplayName
TEMATypeBEU,GraphicalStyleName,TEMA type BEU Style,PnPGraphical
TEMATypeBKU,BitwiseFlagValue,3,PnPClassFlagType
TEMATypeBKU,DisplayName,TEMA type BKU Exchanger,PnPClassDisplayName
TEMATypeBKU,GraphicalStyleName,TEMA type BKU Style,PnPGraphical
TEMATypeNEN,BitwiseFlagValue,3,PnPClassFlagType
TEMATypeNEN,DisplayName,TEMA type NEN Exchanger,PnPClassDisplayName
TEMATypeNEN,GraphicalStyleName,TEMA type NEN Style,PnPGraphical
TubeBundleFloatingHeadHeatExchanger,BitwiseFlagValue,8,PnPClassFlagType
TubeBundleFloatingHeadHeatExchanger,DisplayName,Tube-bundle Floating Head Heat Exchanger,PnPClassDisplayName
TubeBundleHeatExchangerWithUTube,BitwiseFlagValue,8,PnPClassFlagType
